group1,group2,group3,group4,group5,group6,id,x,y,z
1.5799022277212e+14,6.381279939073e+14,1.1984279453742e+15,7.7731863129271e+14,6.2182118463484e+14,1.8855234203267e+14,39,39,100,0
1.612008063695e+14,6.510917003271e+14,1.2227744804683e+15,7.931174373126e+14,6.344689855782e+14,1.9238963492893e+14,40,40,100,0
1.643740638279e+14,6.6390491314355e+14,1.2468376012638e+15,8.087314159964e+14,6.46968198273e+14,1.9618173488423e+14,41,41,100,0
1.6750922676455e+14,6.7656452711214e+14,1.2706116720251e+15,8.2415703567881e+14,6.5931604108427e+14,1.9992780490451e+14,42,42,100,0
1.7060554115738e+14,6.8906748998252e+14,1.2940911196978e+15,8.3939079330585e+14,6.7150975606647e+14,2.0362701525966e+14,43,43,100,0
1.7366226663748e+14,7.0141080108526e+14,1.3172704372597e+15,8.544292172039e+14,6.835466103673e+14,2.0727854385737e+14,44,44,100,0
1.766786759102e+14,7.135915101377e+14,1.3401441865977e+15,8.6926886964126e+14,6.9542389762569e+14,2.10881576616e+14,45,45,100,0
1.7965405428649e+14,7.2560671624825e+14,1.3627070009929e+15,8.8390634919394e+14,7.0713893935218e+14,2.1443530783492e+14,46,46,100,0
1.8258769930816e+14,7.3745356709934e+14,1.38495358728e+15,8.9833829292812e+14,7.1868908628249e+14,2.1793894056085e+14,47,47,100,0
1.8547892045344e+14,7.4912925829105e+14,1.4068787277409e+15,9.1256137841273e+14,7.3007171969689e+14,2.2139168694888e+14,48,48,100,0
1.8832703891099e+14,7.6063103282884e+14,1.4284772817792e+15,9.2657232557528e+14,7.4128425270002e+14,2.2479276861694e+14,49,49,100,0
1.9113138741238e+14,7.7195618074042e+14,1.449744187417e+15,9.4036789841428e+14,7.5232413145778e+14,2.2814141699283e+14,50,50,100,0
1.9389131011432e+14,7.8310203880787e+14,1.4706744626488e+15,9.5394490658089e+14,7.6318883638899e+14,2.314368736531e+14,51,51,100,0
1.9660616252719e+14,7.9406599041775e+14,1.4912632066896e+15,9.6730020684228e+14,7.7387588332196e+14,2.3467839065609e+14,52,52,100,0
1.9927531138127e+14,8.0484546539326e+14,1.5115056008126e+15,9.8043070421267e+14,7.8438282508135e+14,2.3786523100537e+14,53,53,100,0
2.0189813479645e+14,8.1543794016438e+14,1.5313969103331e+15,9.9333335383745e+14,7.9470725133507e+14,2.4099666862646e+14,54,54,100,0
2.044740222221e+14,8.2584093764283e+14,1.5509324844358e+15,1.0060051615454e+15,8.0484679032796e+14,2.4407198881729e+14,55,55,100,0
2.0700237436837e+14,8.3605202737855e+14,1.5701077577549e+15,1.0184431851338e+15,8.1479911004787e+14,2.4709048866688e+14,56,56,100,0
2.0948260334086e+14,8.4606882580723e+14,1.5889182512188e+15,1.0306445354056e+15,8.2456191891484e+14,2.500514772454e+14,57,57,100,0
2.1191413258369e+14,8.5588899642791e+14,1.6073595727745e+15,1.0426063769088e+15,8.3413296732845e+14,2.5295427611736e+14,58,58,100,0
2.1429639723518e+14,8.6551025000119e+14,1.6254274185002e+15,1.0543259293751e+15,8.4351004659031e+14,2.5579821889808e+14,59,59,100,0
2.1662884397854e+14,8.7493034500492e+14,1.6431175733406e+15,1.0658004680907e+15,8.5269099154069e+14,2.585826522144e+14,60,60,100,0
2.189109311453e+14,8.8414708771611e+14,1.6604259117757e+15,1.0770273247963e+15,8.6167368072845e+14,2.6130693568099e+14,61,61,100,0
2.2114212884389e+14,8.931583326258e+14,1.67734839871e+15,1.0880038884701e+15,8.7045603711559e+14,2.6397044214404e+14,62,62,100,0
2.2332191905822e+14,9.0196198278139e+14,1.6938810902558e+15,1.0987276060435e+15,8.7903602876282e+14,2.6657255790148e+14,63,63,100,0
2.2544979574721e+14,9.1055599013823e+14,1.7100201345018e+15,1.1091959830835e+15,8.874116694856e+14,2.6911268291431e+14,64,64,100,0
2.2752526494623e+14,9.1893835591903e+14,1.7257617722685e+15,1.1194065844433e+15,8.9558101947747e+14,2.7159023100804e+14,65,65,100,0
2.2954784486911e+14,9.271071309785e+14,1.7411023378517e+15,1.1293570348855e+15,9.0354218590323e+14,2.7400463006513e+14,66,66,100,0
2.3151706601083e+14,9.3506041617335e+14,1.7560382597547e+15,1.1390450196771e+15,9.1129332346691e+14,2.7635532220974e+14,67,67,100,0
2.3343247124982e+14,9.427963627343e+14,1.7705660614087e+15,1.1484682851608e+15,9.1883263495427e+14,2.7864176398465e+14,68,68,100,0
2.3529361594955e+14,9.5031317263795e+14,1.7846823618809e+15,1.1576246393029e+15,9.2615837175064e+14,2.8086342652048e+14,69,69,100,0
2.3710006805879e+14,9.5760909897669e+14,1.7983838765702e+15,1.1665119522192e+15,9.3326883433532e+14,2.8301979569711e+14,70,70,100,0
2.3885140821042e+14,9.646824463251e+14,1.8116674178882e+15,1.1751281566824e+15,9.4016237275347e+14,2.8511037229805e+14,71,71,100,0
2.4054722981842e+14,9.7153157110159e+14,1.8245298959272e+15,1.1834712486082e+15,9.4683738706691e+14,2.871346721577e+14,72,72,100,0
2.421871391727e+14,9.7815488192414e+14,1.8369683191121e+15,1.1915392875246e+15,9.5329232778486e+14,2.8909222630215e+14,73,73,100,0
2.4377075555933e+14,9.8455083991889e+14,1.8489797944425e+15,1.1993303967326e+15,9.5952569616378e+14,2.9098258110918e+14,74,74,100,0
2.4529771128823e+14,9.9071795941931e+14,1.8605615296334e+15,1.2068427648753e+15,9.6553604566529e+14,2.9280529860864e+14,75,75,100,0
2.4676765179097e+14,9.9665480743653e+14,1.8717108314866e+15,1.2140746446755e+15,9.7132197980905e+14,2.9455995593714e+14,76,76,100,0
2.4818023575134e+14,1.0023600047724e+15,1.8824251079394e+15,1.2210243544471e+15,9.7688215483355e+14,2.9624614617139e+14,77,77,100,0
2.4953513516065e+14,1.0078322260764e+15,1.8927018682665e+15,1.2276902782023e+15,9.8221527930241e+14,2.9786347818973e+14,78,78,100,0
2.5083203539528e+14,1.013070200146e+15,1.9025387236262e+15,1.2340708660196e+15,9.873201144272e+14,2.9941157677631e+14,79,79,100,0
2.5207063529145e+14,1.0180727102164e+15,1.9119333875867e+15,1.2401646343967e+15,9.9219547437543e+14,3.0089008272038e+14,80,80,100,0
2.5325064721708e+14,1.0228385942392e+15,1.9208836766317e+15,1.2459701665874e+15,9.9684022656397e+14,3.0229865291086e+14,81,81,100,0
2.5437179714047e+14,1.0273667451503e+15,1.9293875106451e+15,1.2514861129234e+15,1.0012532919377e+15,3.0363696042592e+14,82,82,100,0
2.5543382469582e+14,1.0316561111245e+15,1.937442913375e+15,1.2567111911208e+15,1.0054336452335e+15,3.0490469461748e+14,83,83,100,0
2.5643648324535e+14,1.0357056958199e+15,1.9450480128753e+15,1.2616441865709e+15,1.0093803152294e+15,3.061015611908e+14,84,84,100,0
2.5737953993816e+14,1.0395145586084e+15,1.9522010419273e+15,1.2662839526164e+15,1.0130923849799e+15,3.0722728227921e+14,85,85,100,0
2.5826277564505e+14,1.0430818148041e+15,1.9589003392725e+15,1.2706294112825e+15,1.0165689924733e+15,3.0828159676516e+14,86,86,100,0
2.590859853821e+14,1.0464066357985e+15,1.9651443472297e+15,1.2746795519769e+15,1.0198093296326e+15,3.0926425968246e+14,87,87,100,0
2.5984897793517e+14,1.0494882493614e+15,1.9709316153991e+15,1.2784334335711e+15,1.0228126435581e+15,3.1017504281934e+14,88,88,100,0
2.6055157611621e+14,1.0523259397728e+15,1.9762607992471e+15,1.2818901836673e+15,1.0255782364886e+15,3.1101373469421e+14,89,89,100,0
2.6119361676543e+14,1.0549190479856e+15,1.9811306607292e+15,1.2850489989638e+15,1.0281054659041e+15,3.1178014056092e+14,90,90,100,0
2.6177495079035e+14,1.057266971781e+15,1.98554006857e+15,1.2879091454363e+15,1.0303937446753e+15,3.1247408245452e+14,91,91,100,0
2.6229544320142e+14,1.0593691659082e+15,1.9894879985172e+15,1.290469958502e+15,1.0324425412006e+15,3.1309539923335e+14,92,92,100,0
2.6275497300365e+14,1.0612251417562e+15,1.9929735335318e+15,1.2927308434684e+15,1.0342513797009e+15,3.1364394677652e+14,93,93,100,0
2.6315343369834e+14,1.0628344691304e+15,1.995995864369e+15,1.2946912747332e+15,1.0358198399791e+15,3.1411959758229e+14,94,94,100,0
2.634907327144e+14,1.0641967740835e+15,1.9985542889695e+15,1.2963507969766e+15,1.0371475576291e+15,3.1452224119564e+14,95,95,100,0
2.6376679175539e+14,1.0653117403751e+15,2.0006482133114e+15,1.2977090247689e+15,1.0382342243212e+15,3.1485178415009e+14,96,96,100,0
2.6398154675337e+14,1.0661791092355e+15,2.002277151325e+15,1.2987656427209e+15,1.0390795877488e+15,3.151081499592e+14,97,97,100,0
2.6413494788357e+14,1.0667986794236e+15,2.0034407250012e+15,1.2995204055545e+15,1.0396834516857e+15,3.1529127913453e+14,98,98,100,0
2.6422695957651e+14,1.0671703072739e+15,2.0041386644751e+15,1.299973138157e+15,1.0400456760305e+15,3.1540112919972e+14,99,99,100,0
2.6425756052689e+14,1.067293906729e+15,2.0043708080849e+15,1.30012373562e+15,1.0401661768391e+15,3.154376747011e+14,100,100,100,0
2.6422674382407e+14,1.0671694495005e+15,2.0041371022625e+15,1.2999721633252e+15,1.0400449267421e+15,3.1540090759735e+14,101,101,100,0
2.6413451650971e+14,1.0667969645143e+15,2.0034376021145e+15,1.2995184569645e+15,1.0396819538456e+15,3.1529083610346e+14,102,102,100,0
2.6398090015912e+14,1.0661765387791e+15,2.002272470644e+15,1.2987627221665e+15,1.0390773427373e+15,3.151074859068e+14,103,103,100,0
2.6376593053784e+14,1.0653083167496e+15,2.0006419791689e+15,1.2977051349491e+15,1.0382312342118e+15,3.1485089968781e+14,104,104,100,0
2.6348965766896e+14,1.0641925004624e+15,1.9985465071564e+15,1.2963459414973e+15,1.0371438251935e+15,3.1452113714229e+14,105,105,100,0
2.6315214582227e+14,1.0628293494917e+15,1.9959865421369e+15,1.2946854581068e+15,1.0358153686908e+15,3.1411827496707e+14,106,106,100,0
2.6275347349974e+14,1.0612191808894e+15,1.992962679592e+15,1.2927240711124e+15,1.0342461737368e+15,3.1364240684167e+14,107,107,100,0
2.6229373341493e+14,1.0593623691053e+15,1.9894756228135e+15,1.2904622367984e+15,1.0324366053155e+15,3.1309364340501e+14,108,108,100,0
2.6177303249131e+14,1.0572593459099e+15,1.9855261827113e+15,1.2879004812279e+15,1.0303870840421e+15,3.1247211213404e+14,109,109,100,0
2.6119149173902e+14,1.0549106000605e+15,1.9811152777183e+15,1.2850394006619e+15,1.028098087348e+15,3.1177795803519e+14,110,110,100,0
2.6054924631981e+14,1.0523166776322e+15,1.9762439333972e+15,1.2818796601775e+15,1.0255701468548e+15,3.1101134196662e+14,111,111,100,0
2.5984644552452e+14,1.0494781816174e+15,1.9709132824047e+15,1.2784219946598e+15,1.0228038503601e+15,3.1017244209529e+14,112,112,100,0
2.5908325270625e+14,1.0463957718209e+15,1.9651245641507e+15,1.2746672082637e+15,1.0197998410455e+15,3.0926145336786e+14,113,113,100,0
2.5825984524312e+14,1.0430701647095e+15,1.9588791245174e+15,1.2706161742302e+15,1.016558817325e+15,3.0827858746273e+14,114,114,100,0
2.5737641449711e+14,1.0395021332475e+15,1.9521784155528e+15,1.2662698346886e+15,1.0130815326792e+15,3.0722407273796e+14,115,115,100,0
2.5643316576918e+14,1.0356925067177e+15,1.9450239951419e+15,1.2616292004416e+15,1.0093687954768e+15,3.0609815417461e+14,116,116,100,0
2.5543031825081e+14,1.0316421705291e+15,1.9374175266534e+15,1.2566953507359e+15,1.0054214687806e+15,3.0490109331564e+14,117,117,100,0
2.5436810497205e+14,1.0273520660118e+15,1.9293607785638e+15,1.2514694330166e+15,1.0012404701408e+15,3.0363316819998e+14,118,118,100,0
2.5324677274617e+14,1.0228231901981e+15,1.9208556240577e+15,1.2459526626662e+15,9.9682677137328e+14,3.0229467329202e+14,119,119,100,0
2.5206658211068e+14,1.0180565955911e+15,1.9119040406061e+15,1.2401463227282e+15,9.9218139832412e+14,3.0088591940637e+14,120,120,100,0
2.5082780726498e+14,1.0130533899203e+15,1.9025081095223e+15,1.2340517636151e+15,9.8730543061961e+14,2.9940723362757e+14,121,121,100,0
2.4953073600474e+14,1.0078147358853e+15,1.8926700154961e+15,1.2276704028011e+15,9.8220000140113e+14,2.9785895922461e+14,122,122,100,0
2.4817566965317e+14,1.0023418508883e+15,1.8823920461069e+15,1.2210037244986e+15,9.7686629704467e+14,2.9624145555989e+14,123,123,100,0
2.467629230197e+14,9.9663600672795e+14,1.8716765912233e+15,1.2140532796093e+15,9.713055576891e+14,2.9455509848086e+14,124,124,100,0
2.452928241657e+14,9.9069852922106e+14,1.860526143015e+15,1.2068206845784e+15,9.6551907406138e+14,2.9280027870782e+14,125,125,100,0
2.4376571463984e+14,9.8453079835164e+14,1.8489432944262e+15,1.1993076217355e+15,9.595081908937e+14,2.9097740344148e+14,126,126,100,0
2.4218194912654e+14,9.7813424742299e+14,1.8369307393303e+15,1.1915158387289e+15,9.5327430443158e+14,2.89086895442e+14,127,127,100,0
2.4054189544663e+14,9.7151036293123e+14,1.8244912717523e+15,1.183447148097e+15,9.468188625286e+14,2.8712919303757e+14,128,128,100,0
2.388459344715e+14,9.6466068423634e+14,1.8116277852687e+15,1.1751034268529e+15,9.4014336427339e+14,2.851047500048e+14,129,129,100,0
2.3709446003582e+14,9.5758680322729e+14,1.7983432723902e+15,1.1664866160507e+15,9.3324935959689e+14,2.8301403544088e+14,130,130,100,0
2.3528787884714e+14,9.5029036397825e+14,1.7846408239269e+15,1.1575987203342e+15,9.261384488612e+14,2.8085753362969e+14,131,131,100,0
2.3342661039244e+14,9.4277306239589e+14,1.7705236283376e+15,1.1484418074682e+15,9.1881228242867e+14,2.7863574390103e+14,132,132,100,0
2.315110868424e+14,9.350366458598e+14,1.7559949710614e+15,1.1390180078514e+15,9.1127256021106e+14,2.763491804834e+14,133,133,100,0
2.2954175295596e+14,9.2708291286054e+14,1.7410582338332e+15,1.1293295140096e+15,9.0352103119837e+14,2.7399837235093e+14,134,134,100,0
2.2751906611647e+14,9.1891371241111e+14,1.7257168935426e+15,1.1193785803296e+15,8.9555949321642e+14,2.7158386352281e+14,135,135,100,0
2.2544349565733e+14,9.105309440333e+14,1.7099745228317e+15,1.1091675217963e+15,8.873897919819e+14,2.6910621168205e+14,136,136,100,0
2.2331552358215e+14,9.0193655744096e+14,1.6938347880819e+15,1.0986987140095e+15,8.7901382033233e+14,2.6656598889465e+14,137,137,100,0
2.2113564394437e+14,8.9313255175794e+14,1.6773014491017e+15,1.0879745925162e+15,8.7043351840095e+14,2.6396378144147e+14,138,138,100,0
2.1890436286419e+14,8.8412097534454e+14,1.660378358386e+15,1.0769976521239e+15,8.6165087267892e+14,2.6130018945944e+14,139,139,100,0
2.16622198427e+14,8.7490392543522e+14,1.6430694603562e+15,1.0657704462497e+15,8.5266791539244e+14,2.5857582674117e+14,140,140,100,0
2.1428968058397e+14,8.6548354778749e+14,1.6253787905923e+15,1.0542955862384e+15,8.4348672384887e+14,2.5579132052522e+14,141,141,100,0
2.1190735105637e+14,8.5586203635133e+14,1.6073104750607e+15,1.042575740645e+15,8.3410941974715e+14,2.5294731127285e+14,142,142,100,0
2.094757632439e+14,8.4604163295285e+14,1.5888687293271e+15,1.0306136344792e+15,8.2453816845656e+14,2.5004445243723e+14,143,143,100,0
2.0699548213782e+14,8.3602462699531e+14,1.5700578577474e+15,1.0184120484085e+15,8.1477517826136e+14,2.4708341022441e+14,144,144,100,0
2.0446708424001e+14,8.2581335517668e+14,1.5508822526318e+15,1.005973817915e+15,8.048226995723e+14,2.4406486334911e+14,145,145,100,0
2.0189115749013e+14,8.1541020123687e+14,1.5313463933864e+15,9.933018324005e+14,7.9468302409761e+14,2.409895027792e+14,146,146,100,0
1.9926830120288e+14,8.0481759573961e+14,1.5114548456297e+15,9.8039903423303e+14,7.8435848396888e+14,2.3785803146481e+14,147,147,100,0
1.965991260187e+14,7.9403801589964e+14,1.4912122602794e+15,9.6726841772955e+14,7.7385145082095e+14,2.3467116405237e+14,148,148,100,0
1.9388425387105e+14,7.8307398546072e+14,1.4706233725998e+15,9.5391302806608e+14,7.6316433482561e+14,2.3142962658517e+14,149,149,100,0
1.9112431803442e+14,7.7192807471624e+14,1.4496930012807e+15,9.4033596010378e+14,7.5229958385165e+14,2.2813415653497e+14,150,150,100,0
1.8831996287353e+14,7.6060289999321e+14,1.4284260469908e+15,9.2654035726284e+14,7.4125968200474e+14,2.247855015157e+14,151,151,100,0
1.8547184433337e+14,7.4910112485225e+14,1.4068274919664e+15,9.1252940979773e+14,7.3004714878573e+14,2.2138441991646e+14,152,152,100,0
1.8258062967718e+14,7.3742545923991e+14,1.3849023981743e+15,8.983063537191e+14,7.186645380264e+14,2.1793168031869e+14,153,153,100,0
1.7964699770702e+14,7.2557866011021e+14,1.3626559061591e+15,8.8387446907752e+14,7.0711443660016e+14,2.1442806110363e+14,154,154,100,0
1.7667163893137e+14,7.1356353180641e+14,1.3400932335459e+15,8.6923707825255e+14,6.9539946318402e+14,2.1087435010609e+14,155,155,100,0
1.7365525579069e+14,7.0138292657118e+14,1.3172196733659e+15,8.5439754409805e+14,6.8352226697844e+14,2.0727134426124e+14,156,156,100,0
1.7059856295143e+14,6.8903974520114e+14,1.2940405921629e+15,8.3935926793038e+14,6.7148552638785e+14,2.0361984924429e+14,157,157,100,0
1.6750228768064e+14,6.7653693786331e+14,1.2705614278327e+15,8.2412568734603e+14,6.5929194766722e+14,1.9992067910459e+14,158,158,100,0
1.6436717039149e+14,6.6387750507965e+14,1.2467876869755e+15,8.0870027385642e+14,6.4694426386309e+14,1.961746563676e+14,159,159,100,0
1.6119396499287e+14,6.5106449899019e+14,1.2227249425492e+15,7.9308653027842e+14,6.3444523241581e+14,1.923826102548e+14,160,160,100,0
1.5798343979706e+14,6.381010245487e+14,1.198378829867e+15,7.7728798811854e+14,6.2179763484491e+14,1.8854537771208e+14,161,161,100,0
1.5473637834823e+14,6.2499024142023e+14,1.1737550430246e+15,7.6130820442645e+14,6.0900427490318e+14,1.8466380257627e+14,162,162,100,0
1.5145358043674e+14,6.117353658139e+14,1.1488593302348e+15,7.4515075864081e+14,5.9606797724821e+14,1.8073873519596e+14,163,163,100,0
1.4813586333602e+14,5.9833967268492e+14,1.1236974884087e+15,7.288192491514e+14,5.8299158611913e+14,1.7677103206344e+14,164,164,100,0
1.4478406327698e+14,5.8480649824618e+14,1.0982753567639e+15,7.1231728963619e+14,5.6977796408446e+14,1.7276155545092e+14,165,165,100,0
1.4139903719848e+14,5.7113924281124e+14,1.0725988092793e+15,6.956485051824e+14,5.5642999088977e+14,1.6871117305108e+14,166,166,100,0
1.3798166481817e+14,5.5734137399035e+14,1.046673745781e+15,6.7881652821031e+14,5.429505624388e+14,1.6462075762203e+14,167,167,100,0
1.3453285107529e+14,5.4341643025858e+14,1.0205060814128e+15,6.6182499423057e+14,5.293425899463e+14,1.6049118663521e+14,168,168,100,0
1.3105352901505e+14,5.2936802494612e+14,9.9410173422348e+14,6.4467753749129e+14,5.1560899948737e+14,1.5632334203748e+14,169,169,100,0
1.2754466323968e+14,5.1519985047134e+14,9.6746661007053e+14,6.2737778649434e+14,5.0175273123222e+14,1.521181098706e+14,170,170,100,0
1.2400725357175e+14,5.0091568328343e+14,9.406065864548e+14,6.0992935975196e+14,4.8777673951173e+14,1.4787637930472e+14,171,171,100,0
1.2044233998722e+14,4.8651938891206e+14,9.1352749105166e+14,5.9233586144484e+14,4.736839933888e+14,1.4359904307708e+14,172,172,100,0
1.1685100791097e+14,4.7201492756144e+14,8.8623507811521e+14,5.7460087754648e+14,4.5947747728435e+14,1.3928699675696e+14,173,173,100,0
1.1323439451725e+14,4.5740636003464e+14,8.5873500034004e+14,5.5672797243218e+14,4.4516019225163e+14,1.3494113827389e+14,174,174,100,0
1.0959369607099e+14,4.4269785397645e+14,8.3103277586486e+14,5.3872068626787e+14,4.3073515782432e+14,1.3056236737146e+14,175,175,100,0
1.0593017647315e+14,4.2789369036646e+14,8.0313374964072e+14,5.2058253350832e+14,4.1620541450516e+14,1.2615158495667e+14,176,176,100,0
1.0224517719811e+14,4.1299827015997e+14,7.7504304827343e+14,5.0231700291993e+14,4.0157402696204e+14,1.2170969231339e+14,177,177,100,0
98540128843698,3.9801612096276e+14,7.4676552733883e+14,4.8392755963163e+14,3.8684408796637e+14,1.172375901081e+14,178,178,100,0
94816564571526,3.8295190346199e+14,7.1830571001108e+14,4.6541765000398e+14,3.7201872324925e+14,1.1273617737784e+14,179,179,100,0
91076135654067,3.6781041796547e+14,6.8966771577024e+14,4.4679070935417e+14,3.5710109679424e+14,1.0820634935442e+14,180,180,100,0
87320629478498,3.5259660920358e+14,6.6085517742899e+14,4.2805017501225e+14,3.4209441722288e+14,1.0364899602532e+14,181,181,100,0
83551990589164,3.3731557118244e+14,6.3187114525922e+14,4.0919950420004e+14,3.2700194500352e+14,99064999524514,182,182,100,0
79772344948520,3.2197254996112e+14,6.0271797600783e+14,3.9024219915334e+14,3.1182700000953e+14,94455230980847,183,183,100,0
75984027984897,3.065729439635e+14,5.7339720457962e+14,3.7118184106039e+14,2.9657296982809e+14,89820546892964,184,184,100,0
72189617568530,2.9112230339663e+14,5.4390939718672e+14,3.5202213375902e+14,2.812433168086e+14,85161783268188,185,185,100,0
68391971314974,2.7562632242953e+14,5.1425398057636e+14,3.3276696211455e+14,2.6584158692005e+14,80479750677746,186,186,100,0
64594270687399,2.6009082961459e+14,4.8442904783806e+14,3.1342046517708e+14,2.5037141565031e+14,75775226312292,187,187,100,0
60800071646401,2.4452177070733e+14,4.5443113511411e+14,2.9398712935201e+14,2.348365326521e+14,71048944958949,188,188,100,0
57013363411470,2.28925183845e+14,4.2425496650556e+14,2.7447190517124e+14,2.1924076308769e+14,66301587991048,189,189,100,0
53238636530353,2.1330716483425e+14,3.9389316306938e+14,2.5488035264095e+14,2.0358802419687e+14,61533770122960,190,190,100,0
49480961733756,1.9767382011517e+14,3.6333591156374e+14,2.3521882097797e+14,1.878823150362e+14,56746023602542,191,191,100,0
45746081289406,1.8203120446143e+14,3.325705882095e+14,2.1549466959806e+14,1.7212769675032e+14,51938779502477,192,192,100,0
42040514823429,1.6638523968798e+14,3.0158133217276e+14,1.9571653846784e+14,1.563282599574e+14,47112345795828,193,193,100,0
38371682049313,1.507416111057e+14,2.7034856417246e+14,1.7589467724332e+14,1.4048807541129e+14,42266881874967,194,194,100,0
