time,bnorm,group1diff,group1max,group1norm,group2diff,group2max,group2norm,powernorm,tot_fissions,Executioner/eigenvalue
0,1.004,0.078146076187443,0,15.629215237489,0.078146076187443,0,15.629215237489,1.3231500666018e-11,0.40884401622885,1.004
1,1.0046781037024,0.051837327613483,0.00035112327491355,6.0528359208788,0.091664292598422,0.0014181304419106,24.400182307568,1.3287123864899e-11,0.41056273375002,1.0046781037024
2,7.561291020674e+17,2.7243517714848e+16,2.642582988491e+14,4.5554146874998e+18,1.1000270703194e+17,1.0672967726725e+15,1.8363780270031e+19,10000000,3.0899293024176e+17,1.0046781037024
