id,temp,x,y,z
83,1299.8536349818,100,83,0
84,1299.7338873225,100,84,0
85,1299.6032091427,100,85,0
86,1299.4644709344,100,86,0
87,1299.3204129103,100,87,0
88,1299.1736441173,100,88,0
89,1299.0266415065,100,89,0
90,1298.8817488737,100,90,0
91,1298.7411757562,100,91,0
92,1298.6069965253,100,92,0
93,1298.481149813,100,93,0
94,1298.3654382941,100,94,0
95,1298.2615287411,100,95,0
96,1298.1709522409,100,96,0
97,1298.0951044709,100,97,0
98,1298.0352460163,100,98,0
99,1297.9925028016,100,99,0
100,1297.9678666796,100,100,0
101,1297.9621962189,100,101,0
102,1297.976217646,100,102,0
103,1298.010525908,100,103,0
104,1298.0655857962,100,104,0
105,1298.1417331499,100,105,0
106,1298.239176181,100,106,0
107,1298.3579969069,100,107,0
108,1298.4981527085,100,108,0
109,1298.6594779656,100,109,0
110,1298.8416856846,100,110,0
111,1299.0443691652,100,111,0
112,1299.2670036534,100,112,0
113,1299.5089479424,100,113,0
114,1299.7694460364,100,114,0
115,1300.0476288326,100,115,0
116,1300.3425157924,100,116,0
117,1300.6530166134,100,117,0
118,1300.9779329467,100,118,0
119,1301.315960052,100,119,0
120,1301.6656883255,100,120,0
121,1302.0256048002,100,121,0
122,1302.3940947061,100,122,0
123,1302.7694428383,100,123,0
124,1303.1498350372,100,124,0
125,1303.5333595526,100,125,0
126,1303.9180081688,100,126,0
127,1304.3016772332,100,127,0
128,1304.6821682675,100,128,0
129,1305.057188421,100,129,0
130,1305.4243506812,100,130,0
131,1305.7811739779,100,131,0
132,1306.1250831513,100,132,0
133,1306.4534086688,100,133,0
134,1306.7633860831,100,134,0
135,1307.0521551887,100,135,0
136,1307.3167589276,100,136,0
137,1307.5541419526,100,137,0
138,1307.7611488253,100,138,0
139,1307.9345218776,100,139,0
140,1308.070898839,100,140,0
141,1308.1668103082,100,141,0
142,1308.218676921,100,142,0
143,1308.2228059828,100,143,0
144,1308.1753874265,100,144,0
145,1308.0724890331,100,145,0
146,1307.9100508519,100,146,0
147,1307.6838786199,100,147,0
148,1307.3896359006,100,148,0
149,1307.0228356804,100,149,0
150,1306.5788354532,100,150,0
151,1306.0528424409,100,151,0
152,1305.4399268586,100,152,0
153,1304.7350225962,100,153,0
154,1303.9328978833,100,154,0
155,1303.0281143805,100,155,0
156,1302.0150093433,100,156,0
157,1300.8877037671,100,157,0
158,1299.6401131267,100,158,0
159,1298.2659472208,100,159,0
160,1296.758702677,100,160,0
161,1295.111652389,100,161,0
162,1293.317836638,100,162,0
163,1291.3700558365,100,163,0
164,1289.2608645753,100,164,0
165,1286.9825665775,100,165,0
166,1284.5272105682,100,166,0
167,1281.8865874892,100,167,0
168,1279.0522279158,100,168,0
169,1276.0154049946,100,169,0
170,1272.7671236433,100,170,0
171,1269.2981542826,100,171,0
172,1265.5989507517,100,172,0
173,1261.6598531284,100,173,0
174,1257.4706448547,100,174,0
175,1253.0214815017,100,175,0
176,1248.3010528683,100,176,0
177,1243.3000307585,100,177,0
178,1238.0048189398,100,178,0
179,1232.4083343535,100,179,0
180,1226.4918190977,100,180,0
181,1220.2541747817,100,181,0
182,1213.6654030894,100,182,0
183,1206.7376461573,100,183,0
184,1199.4178867714,100,184,0
185,1191.7442914335,100,185,0
186,1183.6192498806,100,186,0
187,1175.1277296422,100,187,0
188,1166.0886962697,100,188,0
189,1156.6654147527,100,189,0
190,1146.5221472085,100,190,0
191,1135.9457927259,100,191,0
192,1124.3078124183,100,192,0
193,1112.0845676454,100,193,0
194,1098.0673089367,100,194,0
195,1083.0418575209,100,195,0
196,1064.5559017272,100,196,0
197,1044.0465970102,100,197,0
198,1015.7311924106,100,198,0
199,982.80970301993,100,199,0
200,914.67366920768,100,200,0
