group1,group2,group3,group4,group5,group6,id,x,y,z
1.512270644985e+14,6.1025126068937e+14,1.1433142384504e+15,7.3862711567652e+14,5.8843880862271e+14,1.7796772697692e+14,166,100,166,0
1.4771222348437e+14,5.9609448878112e+14,1.1168045849255e+15,7.2145559213572e+14,5.7472297547876e+14,1.7381252833279e+14,167,100,167,0
1.4416138098117e+14,5.817916384974e+14,1.0900148858547e+15,7.0410094403712e+14,5.6086077956041e+14,1.6961296040793e+14,168,100,168,0
1.4057523195941e+14,5.6734525671598e+14,1.0629487821528e+15,6.8656536798378e+14,5.4685405031416e+14,1.6536957719964e+14,169,100,169,0
1.369544966524e+14,5.5275793251331e+14,1.0356098122069e+15,6.688510069893e+14,5.3270459679489e+14,1.6108292586825e+14,170,100,170,0
1.3329992476284e+14,5.3803230159183e+14,1.0080013926311e+15,6.5095994650139e+14,5.1841420776893e+14,1.5675354630699e+14,171,100,171,0
1.2961230036752e+14,5.2317105108443e+14,9.8012679585688e+14,6.3289421069006e+14,5.0398465218497e+14,1.523819706789e+14,172,100,172,0
1.2589244770058e+14,5.0817692500609e+14,9.5198912455466e+14,6.1465575949521e+14,4.8941768033516e+14,1.4796872298636e+14,173,100,173,0
1.2214123780163e+14,4.9305272975983e+14,9.235912812263e+14,5.962464859621e+14,4.7471502522173e+14,1.4351431849192e+14,174,100,174,0
1.183595963867e+14,4.7780134049277e+14,8.9493593382716e+14,5.7766821512526e+14,4.5987840499583e+14,1.3901926320664e+14,175,100,175,0
1.1454851858424e+14,4.6242573068701e+14,8.6602551822177e+14,5.5892273198455e+14,4.4490954778321e+14,1.3448406002135e+14,176,100,176,0
1.1070912955333e+14,4.4692918436922e+14,8.368625705857e+14,5.4001203272134e+14,4.2981039128725e+14,1.2990926836813e+14,177,100,177,0
1.068426032228e+14,4.3131492051029e+14,8.0744895884281e+14,5.2093786506174e+14,4.1458272538244e+14,1.252953906407e+14,178,100,178,0
1.0295019804138e+14,4.1558618684331e+14,7.7778598616488e+14,5.0170184031138e+14,3.9922827813623e+14,1.2064289665718e+14,179,100,179,0
99033289159377,3.9974633036997e+14,7.4787443643287e+14,4.8230552134295e+14,3.837487821268e+14,1.1595224093039e+14,180,100,180,0
95093390331842,3.8379881414711e+14,7.1771450868287e+14,4.6275045077977e+14,3.6814599177477e+14,1.1122386386944e+14,181,100,181,0
91132171892897,3.6774720469995e+14,6.8730568392318e+14,4.4303815006022e+14,3.524216735683e+14,1.0645818404199e+14,182,100,182,0
87151492493232,3.5159519918047e+14,6.5664665356706e+14,4.2317017585454e+14,3.3657763697392e+14,1.0165560193566e+14,183,100,183,0
83153419896367,3.3534658914037e+14,6.2573511294884e+14,4.0314810995726e+14,3.2061570558485e+14,96816484697248,184,100,184,0
79140358645842,3.190056312007e+14,5.9456831511749e+14,3.8297405782791e+14,3.0453809565136e+14,91941273048086,185,100,185,0
75114975581721,3.0257658064505e+14,5.6314202141126e+14,3.6265015009494e+14,2.8834696297063e+14,87030336777008,186,100,186,0
71080227456726,2.8606360373159e+14,5.314501338295e+14,3.4217852407087e+14,2.7204433053147e+14,82083942433486,187,100,187,0
67039437598405,2.6947084494315e+14,4.9948460619283e+14,3.215615164308e+14,2.5563217796687e+14,77102268889884,188,100,188,0
62996394119989,2.5280254100728e+14,4.6723542567395e+14,3.0080195283868e+14,2.3911257682886e+14,72085436300618,189,100,189,0
58955372202138,2.3606277017035e+14,4.3468986825541e+14,2.7990302836362e+14,2.2248747011674e+14,67033425882778,190,100,190,0
54921385208749,2.1925609316734e+14,4.0183345631867e+14,2.5886935921936e+14,2.0575933634376e+14,61946265695366,191,100,191,0
