time,bnorm,group1diff,group1max,group1norm,group2diff,group2max,group2norm,powernorm,tot_fissions,Executioner/eigenvalue
0,1,0.077834737238489,0,15.566947447698,0.077834737238489,0,15.566947447698,1.3178785523922e-11,0.40721515560643,1
1,0.89670053574751,0.047751659114023,0.00020965877562962,6.2696064329844,0.064183652800275,0.00083514931037774,24.836845813748,1.1853035762924e-11,0.36625042526463,0.89670053574751
2,0.99266140071472,0.012025148512398,0.0003637985225656,6.4487807335222,0.048736956743073,0.0014664400654175,25.954910276454,1.3127508351679e-11,0.40563072723585,0.99266140071472
3,7.5616893482132e+17,2.9127238842081e+16,2.7712686430633e+14,4.912417924836e+18,1.1741227959736e+17,1.11707418204e+15,1.977139117427e+19,10000000,3.0899293024176e+17,0.99266140071472
