time,bnorm,group1diff,group1max,group1norm,group2diff,group2max,group2norm,powernorm,tot_fissions,Executioner/eigenvalue
0,1.004,0.078146076187443,0,15.629215237489,0.078146076187443,0,15.629215237489,1.3231500666018e-11,0.40884401622885,1.004
1,1.0040452987387,0.051809684036343,0.00034961900790333,6.0522516656344,0.091322103702823,0.0014111628607504,24.395257197618,1.327871788781e-11,0.41030299500081,1.0040452987387
2,7.5613120726089e+17,2.7226189025923e+16,2.6329274471918e+14,4.5578584595055e+18,1.0990098359128e+17,1.0627252364822e+15,1.83716962765e+19,10000000,3.0899293024176e+17,1.0040452987387
