time,group1max,group1norm,group2max,group2norm,memory,powernorm,tot_fissions
432.60000000003,2.735990331255e+14,4.8395393535317e+18,1.1027837258724e+15,1.9479397744222e+19,193554,9864060.5054095,3.0479249596485e+17
432.70000000003,2.7300082473202e+14,4.8289667585528e+18,1.1003744038233e+15,1.94368980897e+19,193556,9842171.9388137,3.0411615473172e+17
432.80000000003,2.7240690543113e+14,4.8184677193949e+18,1.0979823202173e+15,1.9394693116418e+19,193556,9820443.0008864,3.034447459116e+17
432.90000000003,2.7181780052287e+14,4.8080515233378e+18,1.0956095908772e+15,1.9352820161241e+19,193557,9798892.8976937,3.0277886295835e+17
433.00000000003,2.7123403159989e+14,4.7977273919669e+18,1.0932583166358e+15,1.9311316296848e+19,193558,9777540.6910218,3.0211909486768e+17
433.10000000003,2.7065611487068e+14,4.7875044534013e+18,1.0909305766921e+15,1.9270218221239e+19,193561,9756405.2433656,3.0146602447736e+17
433.20000000003,2.7008455938295e+14,4.777391711222e+18,1.0886284214697e+15,1.9229562133021e+19,193562,9735505.1547783,3.0082022651587e+17
433.30000000003,2.6951986904915e+14,4.7673980772923e+18,1.0863538806091e+15,1.9189383861525e+19,193563,9714858.8271391,3.0018226958827e+17
433.40000000003,2.6896253915625e+14,4.7575323151855e+18,1.0841089492421e+15,1.9149718642927e+19,193563,9694484.3539769,2.9955271277182e+17
433.50000000003,2.6841306053648e+14,4.7478031106003e+18,1.0818956044751e+15,1.911060139989e+19,193565,9674399.6588013,2.9893210989029e+17
433.60000000003,2.6787191749443e+14,4.7382190338228e+18,1.0797157971037e+15,1.9072066591328e+19,193566,9654622.4197122,2.9832100718446e+17
433.70000000003,2.6733958491703e+14,4.72878849058e+18,1.0775714401119e+15,1.9034148016551e+19,193567,9635169.9713449,2.9771994028232e+17
433.80000000003,2.6681653233022e+14,4.7195197936602e+18,1.0754644248646e+15,1.8996879101247e+19,193568,9616059.4483683,2.9712943863302e+17
433.90000000003,2.6630321904983e+14,4.710421077851e+18,1.0733966017226e+15,1.896029255733e+19,193568,9597307.614426,2.965500202213e+17
434.00000000003,2.658000985692e+14,4.7015003745404e+18,1.0713697974947e+15,1.8924420680359e+19,193569,9578931.0106002,2.959821961549e+17
434.10000000003,2.6530761506145e+14,4.6927655527343e+18,1.0693858015625e+15,1.8889295114738e+19,193627,9560945.8386531,2.9542646705682e+17
434.20000000003,2.6482620401797e+14,4.6842243288212e+18,1.06744636835e+15,1.8854946891896e+19,193627,9543367.9791344,2.9488332362481e+17
434.30000000003,2.6435629181521e+14,4.6758842598594e+18,1.065553215597e+15,1.8821406403462e+19,193627,9526212.9780426,2.9435324621924e+17
434.40000000003,2.6389829565192e+14,4.6677527419134e+18,1.0637080241062e+15,1.8788703394577e+19,193627,9509496.0433604,2.9383670475603e+17
434.50000000003,2.6345262442522e+14,4.6598370255704e+18,1.0619124412441e+15,1.8756867025926e+19,193627,9493232.0762599,2.9333415967086e+17
434.60000000003,2.6301967533189e+14,4.6521441567113e+18,1.0601680673564e+15,1.8725925636845e+19,193629,9477435.5519525,2.9284605823752e+17
434.70000000003,2.625998378515e+14,4.644681045742e+18,1.0584764716538e+15,1.8695907021797e+19,193630,9462120.658265,2.9237283884984e+17
434.80000000003,2.6219349043175e+14,4.6374544092412e+18,1.0568391789652e+15,1.8666838197026e+19,193630,9447301.1784584,2.9191492740083e+17
