time,group1max,group1norm,group2max,group2norm,memory,powernorm,tot_fissions
0,0,0,0,0,157170,0,0
0.00625,2.7724573835728e+14,4.9015238512713e+18,1.1174320550232e+15,1.9727520504123e+19,175705,10000036.920066,3.0899407104569e+17
0.0125,2.7724901030873e+14,4.9015803941444e+18,1.117445219904e+15,1.9727747557986e+19,180628,10000156.467166,3.0899776496658e+17
0.01875,2.772538731631e+14,4.9016646565666e+18,1.1174647857004e+15,1.9728085921128e+19,180892,10000334.33091,3.090032608305e+17
0.025,2.7726037581962e+14,4.9017774779083e+18,1.1174909493623e+15,1.9728538967968e+19,181157,10000572.361908,3.0901061582007e+17
0.03125,2.772685635428e+14,4.9019196499453e+18,1.1175238930531e+15,1.9729109878491e+19,181330,10000872.211668,3.0901988096567e+17
0.0375,2.7727844614135e+14,4.9020913456454e+18,1.1175636562417e+15,1.9729799347488e+19,181615,10001234.233527,3.0903106718517e+17
0.04375,2.7729001665681e+14,4.902292445333e+18,1.1176102110033e+15,1.9730606895451e+19,181826,10001658.171898,3.0904416658113e+17
0.05,2.7730326559384e+14,4.9025227853411e+18,1.1176635191661e+15,1.9731531865749e+19,182052,10002143.675291,3.0905916829274e+17
0.05625,2.7731818035946e+14,4.9027821480037e+18,1.1177235301042e+15,1.9732573385012e+19,182192,10002690.279135,3.0907605796505e+17
0.0625,2.7733474629009e+14,4.9030702795829e+18,1.1177901848598e+15,1.9733730435013e+19,182310,10003297.443039,3.0909481890044e+17
0.06875,2.7735294697003e+14,4.9033868958029e+18,1.1178634174248e+15,1.9735001874882e+19,182430,10003964.56238,3.0911543241646e+17
0.075,2.7737276433153e+14,4.9037316836009e+18,1.1179431551436e+15,1.973638644814e+19,182510,10004690.971989,3.091378779598e+17
0.08125,2.7739417869929e+14,4.9041043019007e+18,1.1180293188915e+15,1.9737882785805e+19,182575,10005475.947776,3.0916213315666e+17
0.0875,2.7741716881635e+14,4.9045043820307e+18,1.1181218231796e+15,1.9739489408069e+19,182650,10006318.707626,3.0918817384022e+17
0.09375,2.7744170977626e+14,4.9049314915666e+18,1.1182205678668e+15,1.9741204579493e+19,182706,10007218.338187,3.0921597178855e+17
0.1,2.7746778113237e+14,4.9053852762735e+18,1.118325470659e+15,1.9743026877461e+19,182767,10008174.082439,3.0924550361024e+17
0.10625,2.7749535527706e+14,4.9058652566866e+18,1.118436420543e+15,1.9744954377574e+19,182820,10009184.927695,3.09276738014e+17
0.1125,2.7752440469072e+14,4.9063709549525e+18,1.1185533068285e+15,1.9746985161538e+19,182866,10010249.862477,3.093096437459e+17
0.11875,2.7755490050422e+14,4.9069018697076e+18,1.1186760133943e+15,1.9749117216631e+19,182888,10011367.825776,3.0934418802145e+17
0.125,2.7758681242601e+14,4.9074574748002e+18,1.1188044183953e+15,1.9751348430572e+19,182933,10012537.704466,3.0938033644589e+17
0.13125,2.7762010873144e+14,4.9080372190648e+18,1.1189383942187e+15,1.9753676590619e+19,183014,10013758.332888,3.0941805300118e+17
0.1375,2.7765475631228e+14,4.9086405272122e+18,1.119077807684e+15,1.9756099387142e+19,183041,10015028.494702,3.0945730010326e+17
0.14375,2.776907207103e+14,4.9092668004165e+18,1.1192225201786e+15,1.9758614415976e+19,183076,10016346.924121,3.0949803864021e+17
0.15,2.7772796613361e+14,4.9099154165731e+18,1.1193723877216e+15,1.9761219179461e+19,183109,10017712.30648,3.095402279898e+17
0.15625,2.7776645549398e+14,4.9105857309482e+18,1.119527261116e+15,1.9763911089047e+19,183141,10019123.279601,3.0958382606173e+17
0.1625,2.7780615040363e+14,4.9112770761693e+18,1.1196869859349e+15,1.9766687465256e+19,183178,10020578.43382,3.0962878929834e+17
0.16875,2.7784701129532e+14,4.9119887642757e+18,1.1198514030045e+15,1.9769545545919e+19,183210,10022076.316208,3.0967507280517e+17
0.175,2.7788899740003e+14,4.9127200863555e+18,1.1200203483142e+15,1.9772482484711e+19,183233,10023615.429882,3.0972263032958e+17
0.18125,2.7793206678368e+14,4.913470313154e+18,1.1201936531648e+15,1.9775495353599e+19,183239,10025194.23529,3.0977141430051e+17
0.1875,2.7797617645563e+14,4.9142386969438e+18,1.1203711446044e+15,1.9778581150352e+19,183268,10026811.154071,3.098213759477e+17
0.19375,2.7802128235645e+14,4.9150244713769e+18,1.1205526453794e+15,1.9781736797941e+19,183325,10028464.568804,3.0987246529405e+17
