time,bnorm,group1diff,group1max,group1norm,group2diff,group2max,group2norm,powernorm,tot_fissions,Executioner/eigenvalue
0,1.004,0.078146076187443,0,15.629215237489,0.078146076187443,0,15.629215237489,1.3231500666018e-11,0.40884401622885,1.004
2,1.5122582082442e+17,5.448695278711e+15,52851249718850,9.1108341379979e+17,2.2000507727736e+16,2.1345774570167e+14,3.672757607264e+18,2000000,6.1798586048351e+16,1.0046774372653
