time,bnorm,group1diff,group1max,group1norm,group2diff,group2max,group2norm,powernorm,tot_fissions,Executioner/eigenvalue
0,1.004,0.078146076187443,0,15.629215237489,0.078146076187443,0,15.629215237489,1.3231500666018e-11,0.40884401622885,1.004
2,4.5367746247327e+17,1.6346085836133e+16,1.5855374915655e+14,2.7332502413994e+18,6.6001523183207e+16,6.40373237105e+14,1.1018272821792e+19,6000000,1.8539575814505e+17,1.0046774372653
