id,vel_x,vel_y,x,y,z
101,-10.26778502612,1.2971409781982,100,101,0
102,-10.279427022552,1.3449089965465,100,102,0
103,-10.286037605584,1.3934162148253,100,103,0
104,-10.287435660174,1.4426206096716,100,104,0
105,-10.283437665123,1.4924768065541,100,105,0
106,-10.2738577846,1.5429360205715,100,106,0
107,-10.258507958288,1.5939460036309,100,107,0
108,-10.237197989293,1.6454509985721,100,108,0
109,-10.209735629001,1.6973917008137,100,109,0
110,-10.175926657897,1.7497052281113,100,110,0
111,-10.135574961421,1.8023250990247,100,111,0
112,-10.088482599822,1.8551812207023,100,112,0
113,-10.03444987095,1.9081998865985,100,113,0
114,-9.9732753649072,1.9613037847408,100,114,0
115,-9.9047560094145,2.0144120171762,100,115,0
116,-9.8286871047566,2.0674401312206,100,116,0
117,-9.7448623471247,2.1203001631428,100,117,0
118,-9.6530738391753,2.17290069491,100,118,0
119,-9.5531120866311,2.2251469246225,100,119,0
120,-9.4447659797416,2.2769407512605,100,120,0
121,-9.3278227584522,2.3281808743605,100,121,0
122,-9.2020679601607,2.3787629092328,100,122,0
123,-9.0672853489868,2.4285795183224,100,123,0
124,-8.9232568255392,2.4775205593054,100,124,0
125,-8.7697623162537,2.5254732504999,100,125,0
126,-8.6065796414403,2.5723223541596,100,126,0
127,-8.4334843613633,2.6179503781979,100,127,0
128,-8.2502495997282,2.6622377968768,100,128,0
129,-8.0566458441751,2.7050632909725,100,129,0
130,-7.852440723539,2.7463040079074,100,130,0
131,-7.6373987618524,2.7858358423158,100,131,0
132,-7.4112811093079,2.8235337374804,100,132,0
133,-7.1738452506676,2.8592720080464,100,133,0
134,-6.9248446919104,2.8929246843891,100,134,0
135,-6.6640286262194,2.9243658789674,100,135,0
136,-6.3911415808443,2.9534701749577,100,136,0
137,-6.1059230466905,2.9801130374108,100,137,0
138,-5.8081070929959,3.0041712471223,100,138,0
139,-5.4974219699077,3.0255233573437,100,139,0
140,-5.1735897022963,3.0440501733929,100,140,0
141,-4.8363256786993,3.0596352551421,100,141,0
142,-4.4853382398856,3.0721654422713,100,142,0
143,-4.1203282721699,3.0815314020731,100,143,0
144,-3.7409888112509,3.0876281994753,100,144,0
145,-3.3470046631256,3.0903558888185,100,145,0
146,-2.9380520492765,3.0896201267697,100,146,0
147,-2.5137982841736,3.0853328055841,100,147,0
148,-2.0739014938951,3.0774127057329,100,148,0
149,-1.6180103854904,3.0657861666918,100,149,0
150,-1.1457640775387,3.0503877744434,100,150,0
151,-0.65679200318037,3.0311610639623,100,151,0
152,-0.15071389773114,3.0080592346469,100,152,0
153,0.37286011623592,2.9810458763135,100,153,0
154,0.91432933261446,2.9500957029849,100,154,0
155,1.4741021399335,2.9151952912836,100,155,0
156,2.0525955588832,2.8763438197744,100,156,0
157,2.650234623564,2.8335538050922,100,157,0
158,3.2674515903572,2.7868518301389,100,158,0
159,3.9046849579833,2.736279259038,100,159,0
160,4.5623782821472,2.6818929328903,100,160,0
161,5.2409787681826,2.6237658396957,100,161,0
162,5.9409356253842,2.5619877510768,100,162,0
163,6.6626981671464,2.4966658176833,100,163,0
164,7.4067136419165,2.4279251143602,100,164,0
165,8.1734247809997,2.3559091253497,100,165,0
166,8.9632670508569,2.2807801589585,100,166,0
167,9.7766655993154,2.2027196802855,100,167,0
168,10.614031887513,2.1219285497681,100,168,0
169,11.475760002322,2.0386271544931,100,169,0
170,12.362222647136,1.9530554184388,100,170,0
171,13.273766813068,1.8654726770937,100,171,0
172,14.210709136827,1.7761574012485,100,172,0
173,15.173330956909,1.6854067542096,100,173,0
174,16.161873085154,1.5935359662569,100,174,0
175,17.176530317366,1.5008775098858,100,175,0
176,18.217445713406,1.4077800592736,100,176,0
177,19.284704684877,1.314607217503,100,177,0
178,20.378328936754,1.2217359954067,100,178,0
179,21.498270317832,1.1295550264716,100,179,0
180,22.644404644368,1.0384625031072,100,180,0
181,23.816525570633,0.94886382074131,100,181,0
182,25.014338590391,0.86116891768529,100,182,0
183,26.237455263227,0.77578930052495,100,183,0
184,27.485387770282,0.69313474694091,100,184,0
185,28.75754391401,0.61360968034926,100,185,0
186,30.053222686811,0.53760921356584,100,186,0
187,31.371610543257,0.46551486181802,100,187,0
188,32.711778519679,0.39768992882149,100,188,0
189,34.072680353727,0.33447457326697,100,189,0
190,35.45315176392,0.27618056686233,100,190,0
191,36.851911056109,0.2230857589851,100,191,0
192,38.267561228893,0.17542826691751,100,192,0
193,39.6985937543,0.13340041459476,100,193,0
194,41.143394212246,0.097142445486898,100,194,0
195,42.600249958231,0.066736048238618,100,195,0
196,44.067360004544,0.042197642525816,100,196,0
197,45.542847273263,0.023472294448679,100,197,0
198,47.024773567746,0.010420156445767,100,198,0
199,48.511155699229,0.0028748887599366,100,199,0
200,50,0,100,200,0
