id,vel_x,vel_y,x,y,z
0,0,0,0,100,0
1,0.0086448767523519,-2.8240342358207,1,100,0
2,0.029243934713164,-5.4001420073892,2,100,0
3,0.061854208170067,-7.7332359239913,3,100,0
4,0.10470107601763,-9.8291734604343,4,100,0
5,0.15627665316856,-11.69609027664,5,100,0
6,0.21517689076915,-13.344313507983,6,100,0
7,0.28013669250427,-14.785611307702,7,100,0
8,0.3500247261341,-16.032423232551,8,100,0
9,0.4238328737624,-17.097285302797,9,100,0
10,0.50066339189038,-17.992464636838,10,100,0
11,0.57971660319912,-18.729749073074,11,100,0
12,0.6602799860508,-19.320341458466,12,100,0
13,0.74171883642172,-19.774818631831,13,100,0
14,0.82346835619221,-20.103129392804,14,100,0
15,0.90502693951466,-20.314614332114,15,100,0
16,0.98595042045821,-20.418037220773,16,100,0
17,1.0658470795884,-20.421621524029,17,100,0
18,1.1443732396348,-20.333088267996,18,100,0
19,1.2212293172772,-20.159693034076,19,100,0
20,1.296156228725,-19.908260890352,20,100,0
21,1.3689320734546,-19.585218676603,21,100,0
22,1.439369040535,-19.196624443071,22,100,0
23,1.507310496646,-18.74819405083,23,100,0
24,1.5726282265097,-18.245325068457,24,100,0
25,1.6352198065595,-17.693118174199,25,100,0
26,1.6950060997311,-17.096396301379,26,100,0
27,1.7519288644013,-16.459721772546,27,100,0
28,1.8059484747088,-15.787411661948,28,100,0
29,1.8570417527392,-15.083551614262,29,100,0
30,1.9051999142039,-14.35200832281,30,100,0
31,1.9504266294914,-13.596440843496,31,100,0
32,1.9927362026457,-12.820310898254,32,100,0
33,2.0321518708884,-12.026892299529,33,100,0
34,2.0687042268361,-11.21927960632,34,100,0
35,2.10242976494,-10.400396103977,35,100,0
36,2.1333695528757,-9.5730011837764,36,100,0
37,2.1615680276462,-8.7396971842516,37,100,0
38,2.1870719150836,-7.9029357445799,38,100,0
39,2.2099292705359,-7.0650237117535,39,100,0
40,2.2301886383531,-6.2281286378077,40,100,0
41,2.2478983273151,-5.3942838999828,41,100,0
42,2.2631057975321,-4.565393468562,42,100,0
43,2.2758571541064,-3.7432363464014,43,100,0
44,2.2861967435526,-2.9294706981476,44,100,0
45,2.2941668503403,-2.1256376726044,45,100,0
46,2.299807487781,-1.3331648937678,46,100,0
47,2.3031562562206,-0.55336963982804,47,100,0
48,2.3042482424474,0.21253805315805,48,100,0
49,2.3031159985183,0.96345218021064,49,100,0
50,2.2997896384017,1.6983677674172,50,100,0
51,2.2942969996786,2.4163783296174,51,100,0
52,2.2866638172943,3.1166735461919,52,100,0
53,2.2769139191747,3.798536938188,53,100,0
54,2.2650694596651,4.4613435273946,54,100,0
55,2.251151188201,5.1045574984678,55,100,0
56,2.2351787441907,5.7277298595121,56,100,0
57,2.2171709699332,6.330496079737,57,100,0
58,2.1971462347754,6.9125736780457,58,100,0
59,2.1751227643655,7.4737597356592,59,100,0
60,2.1511189694543,8.0139283072887,60,100,0
61,2.1251537697006,8.533027709506,61,100,0
62,2.0972469087691,9.0310776697467,62,100,0
63,2.0674192570957,9.5081663218331,63,100,0
64,2.0356930985515,9.9644470352061,64,100,0
65,2.0020923975146,10.400135067739,65,100,0
66,1.9666430433975,10.815504035801,66,100,0
67,1.9293730701549,11.21088219901,67,100,0
68,1.8903128486932,11.586648560647,68,100,0
69,1.8494952505515,11.943228788719,69,100,0
70,1.8069557815623,12.281090965981,70,100,0
71,1.7627326842249,12.600741178319,71,100,0
72,1.7168670076486,12.902718952048,72,100,0
73,1.6694026446241,13.187592555801,73,100,0
74,1.6203863362051,13.455954189057,74,100,0
75,1.5698676443579,13.708415081016,75,100,0
76,1.5178988928752,13.945600520419,76,100,0
77,1.4645350766064,14.168144834645,77,100,0
78,1.40983373932,14.37668633703,78,100,0
79,1.3538548206661,14.57186226031,79,100,0
80,1.2966604724658,14.754303688544,80,100,0
81,1.2383148444486,14.924630494625,81,100,0
82,1.1788838401007,15.083446291228,82,100,0
83,1.118434843692,15.231333404102,83,100,0
84,1.0570364195509,15.368847866426,84,100,0
85,0.9947579839446,15.496514426111,85,100,0
86,0.93166945022866,15.614821531427,86,100,0
87,0.86784084682419,15.724216277525,87,100,0
88,0.80334190915786,15.82509921236,88,100,0
89,0.73824164491228,15.917819033727,89,100,0
90,0.67260787604392,16.002666922245,90,100,0
91,0.60650675608613,16.079870748662,91,100,0
92,0.54000226849079,16.149588429758,92,100,0
93,0.47315570376431,16.211901344509,93,100,0
94,0.40602512817683,16.266805940734,94,100,0
95,0.33866484879172,16.31420655757,95,100,0
96,0.27112490497873,16.353905039833,96,100,0
97,0.20345061924769,16.385596455948,97,100,0
98,0.13568228946598,16.408862426779,98,100,0
99,0.067855161037694,16.423194291793,99,100,0
100,-1.4869836846891e-08,16.428058285652,100,100,0
101,-0.067855190767921,16.423194283902,101,100,0
102,-0.13568231916514,16.408862411668,102,100,0
103,-0.20345064888735,16.3855964344,103,100,0
104,-0.27112493452237,16.353905012517,104,100,0
105,-0.33866487819481,16.314206525021,105,100,0
106,-0.40602515738776,16.266805903353,106,100,0
107,-0.47315573272515,16.211901302576,107,100,0
108,-0.54000229713837,16.149588383435,108,100,0
109,-0.60650678435321,16.079870698018,109,100,0
110,-0.67260790386014,16.002666867268,110,100,0
111,-0.73824167220518,15.917818974338,111,100,0
112,-0.80334193585376,15.825099148421,112,100,0
113,-0.86784087284902,15.724216208851,113,100,0
114,-0.93166947550883,15.614821457791,114,100,0
115,-0.99475800840766,15.496514347254,115,100,0
116,-1.0570364431264,15.368847782066,116,100,0
