id,vel_x,vel_y,x,y,z
76,-9.9316013555838e-08,13.702534311082,100,76,0
77,-9.6233353285555e-08,13.854260304313,100,77,0
78,-9.3101119650738e-08,14.003113368668,100,78,0
79,-8.9920947068586e-08,14.149035902337,100,79,0
80,-8.6694506142644e-08,14.291969710853,100,80,0
81,-8.3420316174873e-08,14.431855997247,100,81,0
82,-8.0103065930402e-08,14.568635354874,100,82,0
83,-7.6744464283292e-08,14.702247762822,100,83,0
84,-7.3346205679802e-08,14.832632583796,100,84,0
85,-6.9910014463932e-08,14.959728564406,100,85,0
86,-6.6437634556926e-08,15.083473837772,100,86,0
87,-6.2930707837578e-08,15.203805928382,100,87,0
88,-5.9385048434691e-08,15.320661759151,100,88,0
89,-5.5808052100259e-08,15.433977660557,100,89,0
90,-5.220147797089e-08,15.543689381874,100,90,0
91,-4.8567031264812e-08,15.649732104405,100,91,0
92,-4.4906485093207e-08,15.752040456704,100,92,0
93,-4.1221444822437e-08,15.850548531727,100,93,0
94,-3.751372312341e-08,15.945189905881,100,94,0
95,-3.3785024003978e-08,16.035897659956,100,95,0
96,-3.003710539536e-08,16.122604401887,100,96,0
97,-2.6271654503239e-08,16.205242291365,100,97,0
98,-2.2484911508038e-08,16.283743066243,100,98,0
99,-1.8683730020535e-08,16.358038070775,100,99,0
100,-1.4869836846891e-08,16.428058285652,100,100,0
101,-1.1044895117389e-08,16.49373435987,100,101,0
102,-7.210568593272e-09,16.554996644434,100,102,0
103,-3.368533938882e-09,16.611775227942,100,103,0
104,4.795834184048e-10,16.663999974057,100,104,0
105,4.3321156808055e-09,16.711600560955,100,105,0
106,8.1874090249412e-09,16.754506522779,100,106,0
107,1.2048947815422e-08,16.792647293179,100,107,0
108,1.5910323266958e-08,16.825952251041,100,108,0
109,1.9771024671626e-08,16.854350768484,100,109,0
110,2.3628492637613e-08,16.877772261267,100,110,0
111,2.7481187811661e-08,16.89614624172,100,111,0
112,3.1327543804567e-08,16.909402374376,100,112,0
113,3.5166431311561e-08,16.917470534459,100,113,0
114,3.8998293575848e-08,16.920280869444,100,114,0
115,4.2819438180245e-08,16.917763863892,100,115,0
116,4.6628257394619e-08,16.909850407802,100,116,0
117,5.0424341846184e-08,16.896471868749,100,117,0
118,5.42052311472e-08,16.877560168119,100,118,0
119,5.7969470172845e-08,16.853047861758,100,119,0
120,6.1715558410627e-08,16.822868225389,100,120,0
121,6.5442007911127e-08,16.786955345189,100,121,0
122,6.9147361662614e-08,16.745244213933,100,122,0
123,7.2830094237258e-08,16.697670833173,100,123,0
124,7.648869614299e-08,16.644172321934,100,124,0
125,8.0125866898962e-08,16.584687032452,100,125,0
126,8.3736251777207e-08,16.519154673531,100,126,0
127,8.7318237577165e-08,16.447516442107,100,127,0
128,9.0870303915547e-08,16.369715163682,100,128,0
129,9.4390944883607e-08,16.285695442307,100,129,0
130,9.7878565243341e-08,16.195403820841,100,130,0
131,1.0133155877936e-07,16.098788952274,100,131,0
132,1.0474826766801e-07,15.995801782911,100,132,0
133,1.0812702159126e-07,15.88639574829,100,133,0
134,1.1146978300569e-07,15.770526982734,100,134,0
135,1.1477129686471e-07,15.648154543487,100,135,0
136,1.1802978977885e-07,15.519240650415,100,136,0
137,1.2124344202791e-07,15.383750942315,100,137,0
138,1.2441031118004e-07,15.241654750894,100,138,0
139,1.2752844594357e-07,15.092925393535,100,139,0
140,1.3059582822793e-07,14.93754048599,100,140,0
141,1.3361034850629e-07,14.775482276192,100,141,0
142,1.3656974642926e-07,14.606738000387,100,142,0
143,1.3947488056008e-07,14.431300262833,100,143,0
144,1.4232034449891e-07,14.249167440334,100,144,0
145,1.4510360978152e-07,14.060344112876,100,145,0
146,1.4782199342964e-07,13.864841521685,100,146,0
147,1.5047273676271e-07,13.662678055993,100,147,0
148,1.5305291628842e-07,13.453879769832,100,148,0
149,1.5555946435649e-07,13.23848093014,100,149,0
150,1.5798919216654e-07,13.016524597496,100,150,0
151,1.603386768013e-07,12.78806324071,100,151,0
152,1.6260701602567e-07,12.553159386534,100,152,0
153,1.6478780383689e-07,12.311886305662,100,153,0
154,1.6687705468042e-07,12.064328736158,100,154,0
155,1.6887045307266e-07,11.810583645385,100,155,0
156,1.7076351409049e-07,11.550761031403,100,156,0
157,1.7255141442013e-07,11.284984764745,100,157,0
158,1.7422905834068e-07,11.013393471323,100,158,0
159,1.7579104771899e-07,10.736141457134,100,159,0
160,1.7723165626948e-07,10.45339967524,100,160,0
161,1.7854694622277e-07,10.165356735372,100,161,0
162,1.7972835192896e-07,9.8722199562863,100,162,0
163,1.8076900012064e-07,9.5742164608197,100,163,0
164,1.816595824595e-07,9.2715943133403,100,164,0
165,1.8239626836358e-07,8.9646236990506,100,165,0
166,1.8297078343415e-07,8.653598144323,100,166,0
167,1.8337063613457e-07,8.3388357769557,100,167,0
168,1.8359018938463e-07,8.0206806249213,100,168,0
169,1.8361603743332e-07,7.6995039518539,100,169,0
170,1.8344116999897e-07,7.3757056271618,100,170,0
171,1.8305114297037e-07,7.049715528347,100,171,0
172,1.8243748034802e-07,6.7219949726725,100,172,0
173,1.815846075454e-07,6.3930381749514,100,173,0
174,1.8048241017863e-07,6.0633737279611,100,174,0
175,1.7911692788003e-07,5.7335661015477,100,175,0
176,1.7747064419086e-07,5.4042171561873,100,176,0
177,1.7553077317564e-07,5.075967666457,100,177,0
178,1.7327832320066e-07,4.7494988495871,100,178,0
179,1.7069855853678e-07,4.4255338940338,100,179,0
180,1.6777090993202e-07,4.1048394828316,100,180,0
181,1.6447861276475e-07,3.788227306299,100,181,0
182,1.6079942043998e-07,3.4765555587057,100,182,0
183,1.5671443054865e-07,3.1707304134425,100,183,0
184,1.522015682864e-07,2.8717074706382,100,184,0
185,1.4723594242541e-07,2.5804931713261,100,185,0
186,1.4179534415064e-07,2.2981461713235,100,186,0
187,1.3585305342889e-07,2.0257786659557,100,187,0
188,1.2938460755413e-07,1.7645576551544,100,188,0
189,1.2236143620496e-07,1.5157061317237,100,189,0
190,1.1475682731957e-07,1.2805041671877,100,190,0
191,1.0654043630598e-07,1.0602898542282,100,191,0
192,9.7683424432536e-08,0.85646002924691,100,192,0
193,8.8153905980436e-08,0.67047060458527,100,193,0
194,7.792148319858e-08,0.50383611761132,100,194,0
195,6.6954830930083e-08,0.35812772824267,100,195,0
196,5.5222904621254e-08,0.23496864164501,100,196,0
197,4.2695958771333e-08,0.13603761613978,100,197,0
198,2.9337895066314e-08,0.063051970899903,100,198,0
199,1.5110873703259e-08,0.018265618769188,100,199,0
200,0,0,100,200,0
